"village";"slug";"code_postal";"coordonnees";"region";"country";"year"
"Montbrun-les-Bains";"montbrun-les-bains";"26570";"44.1877148289,5.43426917221";"Rhône-Alpes";"France";"NULL"
"Montclus";"montclus-30";"30630";"44.2694461878,4.41823005524";"Languedoc-Roussillon";"France";"NULL"
"Monte Castello di Vibio";"monte castello di vibio";"NULL";"42.840738383803,12.352334260941";"Umbria";"Italia";"NULL"
"Monte Grimano Terme";"monte grimano terme";"NULL";"43.865487,12.473048";"Marche";"Italia";"NULL"
"Monte Isola";"monte isola";"NULL";"45.71641,10.07996";"Lombardia";"Italia";"NULL"
"Monte S.Giovanni Campano";"monte s.giovanni campano";"NULL";"41.640150546805,13.51530790329";"Lazio";"Italia";"NULL"
"Montecassiano";"montecassiano";"NULL";"43.363596951441,13.436161279678";"Marche";"Italia";"NULL"
"Montecosaro";"montecosaro";"NULL";"43.3173965,13.637735";"Marche";"Italia";"NULL"
"Montefabbri";"montefabbri";"NULL";"43.8124575,12.6986185";"Marche";"Italia";"NULL"
"Montefalco";"montefalco";"NULL";"42.89333,12.65005";"Umbria";"Italia";"NULL"
"Montefiore Conca";"montefiore conca";"NULL";"43.89,12.61215";"Emilia Romagna";"Italia";"NULL"
"Montefiore dell´Aso";"montefiore dell´aso";"NULL";"43.04972,13.75";"Marche";"Italia";"NULL"
"Montegridolfo";"montegridolfo";"NULL";"43.85752,12.69123";"Emilia Romagna";"Italia";"NULL"
"Montelupone";"montelupone";"NULL";"43.34291,13.57008";"Marche";"Italia";"NULL"
"Montemarcello";"montemarcello";"NULL";"44.046103016711,9.9658226966858";"Liguria";"Italia";"NULL"
"Montemerano";"montemerano";"NULL";"42.588914,11.518190";"Toscana";"Italia";"NULL"
"Monterosso Almo";"monterosso almo";"NULL";"37.089042,14.762596";"Sicilia";"Italia";"NULL"
"Montescudaio";"montescudaio";"NULL";"43.32688,10.62647";"Toscana";"Italia";"NULL"
"Monteverde";"monteverde";"NULL";"41.001359,15.535265";"Campania";"Italia";"NULL"
"Montone";"montone";"NULL";"43.36248,12.32741";"Umbria";"Italia";"NULL"
"Montpeyroux";"montpeyroux-63";"63114";"45.6253241922,3.20376168016";"Auvergne";"France";"NULL"
"Montréal";"montreal-32";"32250";"43.9513728334,0.199673132444";"Midi-Pyrénées";"France";"NULL"
"Montrésor";"montresor";"37460";"47.1526392935,1.20166068898";"Centre";"France";"NULL"
"Montsoreau";"montsoreau";"49730";"47.2135013304,0.0519492185178";"Pays de la Loire";"France";"NULL"
"Morano Calabro";"morano calabro";"NULL";"39.84279,16.1374";"Calabria";"Italia";"NULL"
"Morella";"morella";"NULL";"40.618139,-0.101549";"NULL";"Espana";"NULL"
"Moresco";"moresco";"NULL";"43.08529,13.7301";"Marche";"Italia";"NULL"
"Morimondo";"morimondo";"NULL";"45.355372,8.954648";"Lombardia";"Italia";"NULL"
"Mornac-sur-Seudre";"mornac-sur-seudre";"17113";"45.7079105893,-1.02132531485";"Poitou-Charentes";"France";"NULL"
"Mortemart";"mortemart";"87330";"46.0484465758,0.95503235222";"Limousin";"France";"NULL"
"Mosset";"mosset";"66500";"42.6739429511,2.30444228005";"Languedoc-Roussillon";"France";"NULL"
"Motoyama";"motoyama";"NULL";"33.756944,133.591667";"Shikoku";"Japan";"2011"
"Moustiers-Sainte-Marie";"moustiers-sainte-marie";"04360";"43.8383278559,6.22818909628";"Provence-Alpes-Côte d'Azur";"France";"NULL"
"Mozet";"mozet";"NULL";"50.4469403,5.0046676";"";"Belgique";"NULL"
"Nagiso";"nagiso";"NULL";"35.603611,137.608889";"Ch?bu";"Japan";"2008"
"Najac";"najac";"12270";"44.211295506,1.96305922109";"Midi-Pyrénées";"France";"NULL"
"Nakagawa";"nakagawa";"NULL";"36.738333,140.171389";"Kant?";"Japan";"2013"
"Nakagawa";"nakagawa";"NULL";"35.633,137.95";"Ch?bu";"Japan";"2008"
"Nakanojō";"nakanojo";"NULL";"36.59,138.841111";"Kant?";"Japan";"2009"
"Navelli";"navelli";"NULL";"42.23828819112,13.728092908859";"Abruzzo";"Italia";"NULL"
"Neive";"neive";"NULL";"44.72746,8.11346";"Piemonte";"Italia";"NULL"
"Nobressart";"nobressart";"NULL";"49.7399967,5.7178818";"";"Belgique";"NULL"
"Noli";"noli";"NULL";"44.20566,8.41634";"Liguria";"Italia";"NULL"
"Norcia";"norcia";"NULL";"42.7942,13.09634";"Umbria";"Italia";"NULL"
"Novara di Sicilia";"novara di sicilia";"NULL";"38.01499,15.1292";"Sicilia";"Italia";"NULL"
"Noyers";"noyers-89";"89310";"47.6952215995,3.98085741528";"Bourgogne";"France";"NULL"
"Nusco";"nusco";"NULL";"40.88728,15.08485";"Campania";"Italia";"NULL"
"Ny";"ny";"NULL";"50.284525,5.480682";"";"Belgique";"NULL"
"Offagna";"offagna";"NULL";"43.527226,13.441536";"Marche";"Italia";"NULL"
"Offida";"offida";"NULL";"42.93726031465,13.698492050171";"Marche";"Italia";"NULL"
"Ogawa";"ogawa";"NULL";"36.6166,137.9666";"Ch?bu";"Japan";"2009"
"Oingt";"oingt";"69620";"45.9483312216,4.58594811188";"Rhône-Alpes";"France";"NULL"
"Ojika";"ojika";"NULL";"33.201079,129.060032";"Ky?sh?";"Japan";"2009"
"Ojiro";"ojiro";"NULL";"35.455,134.535";"Kansai";"Japan";"2012"
"Ōkura";"okura";"NULL";"38.7,140.233333";"T?hoku";"Japan";"2009"
"Olargues";"olargues";"34390";"43.540135455,2.91772316116";"Languedoc-Roussillon";"France";"NULL"
"Olette";"olette";"66360";"42.5955754383,2.24262771832";"Languedoc-Roussillon";"France";"NULL"
"Olne";"olne";"NULL";"50.5900502,5.7466036";"";"Belgique";"NULL"
"Opi";"opi";"NULL";"41.7809706,13.8297423";"Abruzzo";"Italia";"NULL"
"Oratino";"oratino";"NULL";"41.58462598697,14.585176706314";"Molise";"Italia";"NULL"
"Orta San Giulio";"orta san giulio";"NULL";"45.79932,8.41945";"Piemonte";"Italia";"NULL"
"Ortignano Raggiolo";"ortignano raggiolo";"NULL";"43.681469,11.752556";"Toscana";"Italia";"NULL"
"Orvinio";"orvinio";"NULL";"42.131776094697,12.939169406891";"Lazio";"Italia";"NULL"
"Ōshika";"oshika";"NULL";"35.578194,138.034";"Ch?bu";"Japan";"2005"
"Ostana";"ostana";"NULL";"44.692942269851,7.1872365474701";"Piemonte";"Italia";"NULL"
"Ōtama";"otama";"NULL";"37.534444,140.371111";"T?hoku";"Japan";"2014"
"Otranto";"otranto";"NULL";"40.14803,18.48575";"Puglia";"Italia";"NULL"
"Pacentro";"pacentro";"NULL";"42.05146,13.99293";"Abruzzo";"Italia";"NULL"
"Paciano";"paciano";"NULL";"43.0234,12.06949";"Umbria";"Italia";"NULL"
"Palazzolo Acreide";"palazzolo acreide";"NULL";"37.061970,14.904204";"Sicilia";"Italia";"NULL"
"Pampaneira";"pampaneira";"NULL";"36.939625,-3.360934";"NULL";"Espana";"NULL"
"Panicale";"panicale";"NULL";"43.029043280902,12.098457813263";"Umbria";"Italia";"NULL"
"Parfondeval";"parfondeval-02";"02360";"49.7443573688,4.16145285338";"Picardie";"France";"NULL"
"Pedraza";"pedraza";"NULL";"41.130710,-3.811474";"NULL";"Espana";"NULL"
"Peñíscola";"peniscola";"NULL";"40.366883,0.391317";"NULL";"Espana";"NULL"
"Penne";"penne";"NULL";"42.4541256,13.9277597";"Abruzzo";"Italia";"NULL"
"Pérouges";"perouges";"01800";"45.8803945768,5.17955874977";"Rhône-Alpes";"France";"NULL"
"Pesmes";"pesmes";"70140";"47.2915778298,5.57274698135";"Franche Comté";"France";"NULL"
"Petralia Soprana";"petralia soprana";"NULL";"37.796460,14.108502";"Sicilia";"Italia";"NULL"
"Pettorano sul Gizio";"pettorano sul gizio";"NULL";"41.97562,13.95992";"Abruzzo";"Italia";"NULL"
"Piana";"piana";"20115";"42.2260344023,8.62798195907";"Corse";"France";"NULL"
"Pietracamela";"pietracamela";"NULL";"42.52436,13.55382";"Abruzzo";"Italia";"NULL"
"Pietramontecorvino";"pietramontecorvino";"NULL";"41.54269,15.12879";"Puglia";"Italia";"NULL"
"Pietrapertosa";"pietrapertosa";"NULL";"40.5193813,16.0629292";"Basilicata";"Italia";"NULL"
"Pitigliano";"pitigliano";"NULL";"42.63627,11.67445";"Toscana";"Italia";"NULL"
"Poffabro";"poffabro";"NULL";"46.21324,12.72677";"Friuli Venezia Giulia";"Italia";"NULL"
"Polcenigo";"polcenigo";"NULL";"46.03061,12.501901";"Friuli Venezia Giulia";"Italia";"NULL"
"Pomponesco";"pomponesco";"NULL";"44.938071,10.597572";"Lombardia";"Italia";"NULL"
"Poppi";"poppi";"NULL";"43.7326,11.76344";"Toscana";"Italia";"NULL"
"Porana";"porana";"NULL";"45.036572298071,9.0483999252319";"Lombardia";"Italia";"NULL"
"Porto Ercole";"porto ercole";"NULL";"42.393380,11.203645";"Toscana";"Italia";"NULL"
"Portobuffole";"portobuffole";"NULL";"45.85628,12.5374";"Veneto";"Italia";"NULL"
"Pradelles";"pradelles-43";"43420";"44.7650507799,3.87177102948";"Auvergne";"France";"NULL"
"Presicce";"presicce";"NULL";"39.902132,18.261802";"Puglia";"Italia";"NULL"
"Pretoro";"pretoro";"NULL";"42.217125,14.139578";"Abruzzo";"Italia";"NULL"
"Prévenchères";"prevencheres";"48800";"44.5189016289,3.92049351127";"Languedoc-Roussillon";"France";"NULL"
"Puertomingalvo";"puertomingalvo";"NULL";"40.264862,-0.459967";"NULL";"Espana";"NULL"
"Pujols";"pujols-47";"47300";"44.3705410959,0.698420769964";"Aquitaine";"France";"NULL"
"Puycelsi";"puycelsi";"81140";"43.9765161784,1.70709054548";"Midi-Pyrénées";"France";"NULL"
"Ragnies";"ragnies";"NULL";"50.3061069,4.2690998";"";"Belgique";"NULL"
"Rango";"rango";"NULL";"46.02513,10.83781";"Trentino Alto Adige";"Italia";"NULL"
"Ricetto di Candelo";"ricetto di candelo";"NULL";"45.54477,8.10961";"Piemonte";"Italia";"NULL"
"Riquewihr";"riquewihr";"68340";"48.1787804995,7.27259187393";"Alsace";"France";"NULL"
"Rocca San Giovanni";"rocca san giovanni";"NULL";"42.248105164893,14.462749958038";"Abruzzo";"Italia";"NULL"
"Rochefort-en-Terre";"rochefort-en-terre";"56220";"47.6983579224,-2.34412952507";"Bretagne";"France";"NULL"
"Rodemack";"rodemack";"57570";"49.4637445576,6.24710550815";"Lorraine";"France";"NULL"
"Roseto Valfortore";"roseto valfortore";"NULL";"41.371076221917,15.094903707504";"Puglia";"Italia";"NULL"
"Roussillon";"roussillon-84";"84220";"43.9012816878,5.29201885718";"Provence-Alpes-Côte d'Azur";"France";"NULL"
"RubielosdeMora";"rubielosdemora";"NULL";"40.190127,-0.654184";"NULL";"Espana";"NULL"
"S. Stefano di Sessanio";"s. stefano di sessanio";"NULL";"42.34408,13.64319";"Abruzzo";"Italia";"NULL"
"Sabbioneta";"sabbioneta";"NULL";"44.999873,10.489601";"Lombardia";"Italia";"NULL"
"Saint-Amand-de-Coly";"saint-amand-de-coly";"24290";"45.0521923341,1.24653200545";"Aquitaine";"France";"NULL"
"Saint-Antoine-l'Abbaye";"saint-antoine-l-abbaye";"38160";"45.1722353559,5.21609050981";"Rhône-Alpes";"France";"NULL"
"Saint-Benoît-du-Sault";"saint-benoît-du-sault";"36170";"46.4476641903,1.39936861789";"Centre";"France";"NULL"
"Saint-Bertrand-de-Comminges";"saint-bertrand-de-comminges";"31510";"43.0239495224,0.552413106275";"Midi-Pyrénées";"France";"NULL"
"Saint-Céneri-le-Gérei";"saint-ceneri-le-gerei";"61250";"48.389040252,-0.0400378632747";"Basse-Normandie";"France";"NULL"
"Saint-Cirq-Lapopie";"saint-cirq-lapopie";"46330";"44.456177199,1.65375113458";"Midi-Pyrénées";"France";"NULL"
"Saint-Côme-d'Olt";"saint-come-d-olt";"12500";"44.5314215162,2.82190819996";"Midi-Pyrénées";"France";"NULL"
"Saint-Floret";"saint-floret";"63320";"45.5393613066,3.0936807019";"Auvergne";"France";"NULL"
"Saint-Guilhem-le-Désert";"saint-guilhem-le-desert";"34150";"43.756664412,3.54505481445";"Languedoc-Roussillon";"France";"NULL"
"Saint-Jean-de-Côle";"saint-jean-de-cole";"24800";"45.4135771577,0.83539033285";"Aquitaine";"France";"NULL"
"Saint-Léon-sur-Vézère";"saint-leon-sur-vezere";"24290";"45.0180206005,1.08035107771";"Aquitaine";"France";"NULL"
"Saint-Quirin";"saint-quirin";"57560";"48.5845453315,7.11411356549";"Lorraine";"France";"NULL"
"Saint-Robert";"saint-robert-19";"19310";"45.2536741713,1.29535319885";"Limousin";"France";"NULL"
"Saint-Saturnin";"saint-saturnin-63";"63450";"45.66385711,3.07392244735";"Auvergne";"France";"NULL"
"Saint-Suliac";"saint-suliac";"35430";"48.569900609,-1.96692288512";"Bretagne";"France";"NULL"
"Saint-Véran";"saint-veran";"05350";"44.684530806,6.8905743766";"Provence-Alpes-Côte d'Azur";"France";"NULL"
"Sainte-Agnès";"sainte-agnes-06";"06500";"43.8055344567,7.46128496982";"Provence-Alpes-Côte d'Azur";"France";"NULL"
"Sainte-Croix-en-Jarez";"sainte-croix-en-jarez";"42800";"45.4769382751,4.63422150362";"Rhône-Alpes";"France";"NULL"
"Sainte-Enimie";"sainte-enimie";"48210";"44.3777129567,3.41934570392";"Languedoc-Roussillon";"France";"NULL"
"Sainte-Eulalie-d'Olt";"sainte-eulalie-d-olt";"12130";"44.4661013084,2.91950653018";"Midi-Pyrénées";"France";"NULL"
"Sainte-Suzanne";"sainte-suzanne-53";"53270";"48.1028813013,-0.354680320285";"Pays de la Loire";"France";"NULL"
"Salers";"salers";"15140";"45.1450926367,2.49622722458";"Auvergne";"France";"NULL"
"Sambuca di Sicilia";"sambuca di sicilia";"NULL";"37.648015,13.110999";"Sicilia";"Italia";"NULL"
"San Benedetto Po";"san benedetto po";"NULL";"45.0392407,10.9325185";"Lombardia";"Italia";"NULL"
"San Casciano dei Bagni";"san casciano dei bagni";"NULL";"42.87172,11.87531";"Toscana";"Italia";"NULL"
"San Gemini";"san gemini";"NULL";"42.609706213394,12.542942762375";"Umbria";"Italia";"NULL"
"San Ginesio";"san ginesio";"NULL";"43.10743,13.32608";"Marche";"Italia";"NULL"
"San Giovanni in Marignano";"san giovanni in marignano";"NULL";"43.939984,12.710056";"Emilia Romagna";"Italia";"NULL"
"San Leo";"san leo";"NULL";"43.8964637,12.3432723";"Emilia Romagna";"Italia";"NULL"
"San Lorenzo Dorsino borgo di San Lorenzo in B";"san lorenzo dorsino borgo di san lorenzo in banale";"NULL";"46.076959445239,10.907084941864";"Trentino Alto Adige";"Italia";"NULL"
"San Marco d´Alunzio";"san marco d´alunzio";"NULL";"38.072546520678,14.700189828873";"Sicilia";"Italia";"NULL"
"Sant'Antonino";"sant-antonino";"20220";"42.5845277906,8.90827098079";"Corse";"France";"NULL"
"Santa Severina";"santa severina";"NULL";"39.14764,16.91569";"Calabria";"Italia";"NULL"
"SantillanadelMar";"santillanadelmar";"NULL";"43.387333,-4.106609";"NULL";"Espana";"NULL"
"Sant´Agata de´Goti";"sant´agata de´goti";"NULL";"41.090123,14.503105";"Campania";"Italia";"NULL"
"Sare";"sare";"64310";"43.296231493,-1.58652920554";"Aquitaine";"France";"NULL"
"Sarnano";"sarnano";"NULL";"43.034258563838,13.296825885773";"Marche";"Italia";"NULL"
"Sarrant";"sarrant";"32120";"43.7704131309,0.928322763871";"Midi-Pyrénées";"France";"NULL"
"Sauveterre-de-Rouergue";"sauveterre-de-rouergue";"12800";"44.2478234048,2.31504773118";"Midi-Pyrénées";"France";"NULL"
"Savoca";"savoca";"NULL";"37.9539754,15.3404584";"Sicilia";"Italia";"NULL"
"Scanno";"scanno";"NULL";"41.90175,13.88275";"Abruzzo";"Italia";"NULL"
"Scarperia e San Piero borgo di Scarperia";"scarperia e san piero borgo di scarperia";"NULL";"43.99313,11.35497";"Toscana";"Italia";"NULL"
"Seborga";"seborga";"NULL";"43.825803,7.694708";"Liguria";"Italia";"NULL"
"Ségur-le-Château";"segur-le-chateau";"19230";"45.427657429,1.30428297034";"Limousin";"France";"NULL"
"Séguret";"seguret";"84110";"44.2159640237,5.02881720149";"Provence-Alpes-Côte d'Azur";"France";"NULL"
"Seillans";"seillans";"83440";"43.6466457482,6.61301408536";"Provence-Alpes-Côte d'Azur";"France";"NULL"
"Semur-en-Brionnais";"semur-en-brionnais";"71110";"46.2756396728,4.09014154762";"Bourgogne";"France";"NULL"
"Sepino";"sepino";"NULL";"41.40778,14.618747";"Molise";"Italia";"NULL"
"Servigliano";"servigliano";"NULL";"43.080741,13.492136";"Marche";"Italia";"NULL"
"Sesto al Reghena";"sesto al reghena";"NULL";"45.847029,12.815548";"Friuli Venezia Giulia";"Italia";"NULL"
"Shibetsu";"shibetsu";"NULL";"43.55,141.9166";"Hokkaid?";"Japan";"2007"
"Shiiba";"shiiba";"NULL";"32.46639,131.1575";"Ky?sh?";"Japan";"2014"
"Shinjō";"shinjo";"NULL";"35.1833,133.5666";"Ch?goku";"Japan";"2009"
"Shirakawa";"shirakawa";"NULL";"36.270677,136.90278";"Ch?bu";"Japan";"2006"
"Shōwa";"showa";"NULL";"36.633,139.05";"Kant?";"Japan";"2009"
"Sixt-Fer-à-Cheval";"sixt-fer-a-cheval";"74740";"46.0542010133,6.81232553172";"Rhône-Alpes";"France";"NULL"
"Sohier";"sohier";"NULL";"50.06833,5.07";"";"Belgique";"NULL"
"Soiron";"soiron";"NULL";"50.5931291,5.7835057";"";"Belgique";"NULL"
"Soncino";"soncino";"NULL";"45.4011111,9.8709629";"Lombardia";"Italia";"NULL"
"Soni";"soni";"NULL";"34.5166,136.1166";"Kansai";"Japan";"2009"
"Sosoye";"sosoye";"NULL";"50.3017611,4.7783031";"";"Belgique";"NULL"
"Soulme";"soulme";"NULL";"50.18873,4.73735";"";"Belgique";"NULL"
"Sovana";"sovana";"NULL";"42.6577,11.636";"Toscana";"Italia";"NULL"
"Specchia";"specchia";"NULL";"39.9383,18.29843";"Puglia";"Italia";"NULL"
"Spello";"spello";"NULL";"42.99107992976,12.67245054245";"Umbria";"Italia";"NULL"
"Sperlinga";"sperlinga";"NULL";"37.766677,14.3508074";"Sicilia";"Italia";"NULL"
"Sperlonga";"sperlonga";"NULL";"41.25792,13.43436";"Lazio";"Italia";"NULL"
"Stilo";"stilo";"NULL";"38.47812,16.46926";"Calabria";"Italia";"NULL"
"Stroncone";"stroncone";"NULL";"42.499187404058,12.66338467598";"Umbria";"Italia";"NULL"
"Subiaco";"subiaco";"NULL";"41.924456,13.09615";"Lazio";"Italia";"NULL"
"Sutera";"sutera";"NULL";"37.527766,13.731855";"Sicilia";"Italia";"NULL"
"Suvereto";"suvereto";"NULL";"43.07846,10.67935";"Toscana";"Italia";"NULL"
"Tagliacozzo";"tagliacozzo";"NULL";"42.0688,13.25697";"Abruzzo";"Italia";"NULL"
"Takaharu";"takaharu";"NULL";"31.917,131";"Ky?sh?";"Japan";"2006"
"Takamori";"takamori";"NULL";"32.816667,131.116667";"Ky?sh?";"Japan";"2013"
"Takayama";"takayama";"NULL";"36.3666,138.3666";"Ch?bu";"Japan";"2010"
"Talmont-sur-Gironde";"talmont-sur-gironde";"17120";"45.54345601,-0.901968620389";"Poitou-Charentes";"France";"NULL"
"Tarama";"tarama";"NULL";"24.669333,124.701583";"Okinawa";"Japan";"2010"
"Tejeda";"tejeda";"NULL";"27.996224,-15.615229";"NULL";"Espana";"NULL"
"Tellaro";"tellaro";"NULL";"44.0597,9.93688";"Liguria";"Italia";"NULL"
"Thon-Samson";"thon-samson";"NULL";"50.4633535,5.0145871";"";"Belgique";"NULL"
"Tōhō";"toho";"NULL";"33.4,130.8666";"Ky?sh?";"Japan";"2012"
"Torgiano";"torgiano";"NULL";"43.025788406071,12.433873414993";"Umbria";"Italia";"NULL"
"Torgny";"torgny";"NULL";"49.5080762,5.4740405";"";"Belgique";"NULL"
"Torre Alfina";"torre alfina";"NULL";"42.755126811735,11.944477558136";"Lazio";"Italia";"NULL"
"Totsukawa";"totsukawa";"NULL";"33.983333,135.8";"Kansai";"Japan";"2010"
"Tournemire";"tournemire-15";"15310";"45.0547955278,2.49043476858";"Auvergne";"France";"NULL"
"Tourtour";"tourtour";"83690";"43.5935800875,6.310682972";"Provence-Alpes-Côte d'Azur";"France";"NULL"
"Travesio Borgo di Toppo";"travesio borgo di toppo";"NULL";"46.074183,13.120193";"Friuli Venezia Giulia";"Italia";"NULL"
"Treia";"treia";"NULL";"43.31182199321,13.311266899109";"Marche";"Italia";"NULL"
"Tremezzina borgo di Tremezzo";"tremezzina borgo di tremezzo";"NULL";"45.984393952797,9.2203617095947";"Lombardia";"Italia";"NULL"
"Tremosine sul Garda";"tremosine sul garda";"NULL";"45.7715586,10.7601975";"Lombardia";"Italia";"NULL"
"Trevi";"trevi";"NULL";"42.87664,12.74522";"Umbria";"Italia";"NULL"
"Triora";"triora";"NULL";"43.99232,7.76673";"Liguria";"Italia";"NULL"
"Trivignano Udinese Borgo di Clauiano";"trivignano udinese borgo di clauiano";"NULL";"45.90664,13.3107";"Friuli Venezia Giulia";"Italia";"NULL"
"Tsukahara";"tsukahara";"NULL";"33.183333,131.433333";"Ky?sh?";"Japan";"2011"
"Tsurui";"tsurui";"NULL";"43.233333,144.316667";"Hokkaid?";"Japan";"2008"
"Turenne";"turenne";"19500";"45.0610532957,1.57106480469";"Limousin";"France";"NULL"
"Umaji";"umaji";"NULL";"33.55,134.05";"Shikoku";"Japan";"2008"
"Urueña";"uruena";"NULL";"41.728335,-5.201225";"NULL";"Espana";"NULL"
"Usseaux";"usseaux";"NULL";"45.0486092,7.0266968";"Piemonte";"Italia";"NULL"
"Usson";"usson";"63490";"45.5273145167,3.3428220129";"Auvergne";"France";"NULL"
"Valderrobres";"valderrobres";"NULL";"40.873333,0.153595";"NULL";"Espana";"NULL"
"Vallo di Nera";"vallo di nera";"NULL";"42.75574,12.86526";"Umbria";"Italia";"NULL"
"Valvasone Arzene borgo di Valvasone";"valvasone arzene borgo di valvasone";"NULL";"45.996007589496,12.869045734406";"Friuli Venezia Giulia";"Italia";"NULL"
"ValverdedelosArroyos";"valverdedelosarroyos";"NULL";"41.129188,-3.232910";"NULL";"Espana";"NULL"
"Varese Ligure";"varese ligure";"NULL";"44.377697181369,9.5945513248444";"Liguria";"Italia";"NULL"
"VejerdelaFrontera";"vejerdelafrontera";"NULL";"36.252034,-5.966736";"NULL";"Espana";"NULL"
"Venasque";"venasque";"84210";"43.9851237661,5.16506865588";"Provence-Alpes-Côte d'Azur";"France";"NULL"
"Venosa";"venosa";"NULL";"40.96241,15.8157";"Basilicata";"Italia";"NULL"
"Venzone";"venzone";"NULL";"46.334077,13.139616";"Friuli Venezia Giulia";"Italia";"NULL"
"Vernazza";"vernazza";"NULL";"44.1362592,9.6850185";"Liguria";"Italia";"NULL"
"Vézelay";"vezelay";"89450";"47.4524539513,3.71058845441";"Bourgogne";"France";"NULL"
"Vico del Gargano";"vico del gargano";"NULL";"41.894434983277,15.957984924316";"Puglia";"Italia";"NULL"
"Vierves-sur-Viroin";"vierves-sur-viroin";"NULL";"50.0802842,4.635318";"";"Belgique";"NULL"
"Viggianello";"viggianello";"NULL";"39.973897,16.083294";"Basilicata";"Italia";"NULL"
"Vigoleno";"vigoleno";"NULL";"44.8166,9.90174";"Emilia Romagna";"Italia";"NULL"
"Vilafamés";"vilafames";"NULL";"40.113899,-0.051908";"NULL";"Espana";"NULL"
"Villalago";"villalago";"NULL";"41.935974145384,13.83593916893";"Abruzzo";"Italia";"NULL"
"Villefranche-de-Conflent";"villefranche-de-conflent";"66500";"42.5964793448,2.3599348086";"Languedoc-Roussillon";"France";"NULL"
"Vipiteno";"vipiteno";"NULL";"46.89915,11.4312";"Trentino Alto Adige";"Italia";"NULL"
"Visso";"visso";"NULL";"42.9303,13.0887";"Marche";"Italia";"NULL"
"Vogogna";"vogogna";"NULL";"46.01045,8.29096";"Piemonte";"Italia";"NULL"
"Vogüé";"vogüe";"07200";"44.5576610723,4.41089587827";"Rhône-Alpes";"France";"NULL"
"Volpedo";"volpedo";"NULL";"44.89141,8.98217";"Piemonte";"Italia";"NULL"
"Vouvant";"vouvant";"85120";"46.5626835135,-0.764380170382";"Pays de la Loire";"France";"NULL"
"Wazuka";"wazuka";"NULL";"34.47,135.55";"Kansai";"Japan";"2013"
"Wéris";"weris";"NULL";"50.32612,5.53048";"";"Belgique";"NULL"
"Yame";"yame";"NULL";"33.2,130.55";"Ky?sh?";"Japan";"2009"
"Yèvre-la-Ville";"yevre-la-ville";"45300";"48.1427599293,2.32302626395";"Centre";"France";"NULL"
"Yoshino";"yoshino";"NULL";"34.396111,135.857778";"Kansai";"Japan";"2012"
"Yvoire";"yvoire";"74140";"46.3635082871,6.33214094024";"Rhône-Alpes";"France";"NULL"
"Zavattarello";"zavattarello";"NULL";"44.86841,9.26525";"Lombardia";"Italia";"NULL"
"Zuccarello";"zuccarello";"NULL";"44.111261676764,8.1156027317047";"Liguria";"Italia";"NULL"
"Zungoli";"zungoli";"NULL";"41.070342,15.200721";"Campania";"Italia";"NULL"
